user_id,account,trn_time,trn_amt
29,MC42 7132 1804 98QZ LR0Y CG6R G92,1/14/2016,$854.64
30,AT25 4327 9114 2599 9747,9/4/2016,$307.70
31,MC11 6665 5753 83RN CWVU BYX3 B44,5/10/2016,$390.69
32,AT60 6494 2647 6725 6638,7/13/2016,$549.06
33,GL94 3825 1767 9958 28,8/2/2016,$764.67
34,MD78 PB7L 1B6X LIQB D38T F0ZT,1/10/2016,$749.47
35,MC08 7760 1194 88IA 3ESD 1ACI P36,2/8/2016,$137.22
36,SI67 7197 3197 1552 691,6/20/2016,$979.26
37,SK29 1902 7439 1720 7253 3726,5/23/2016,$75.65
38,GE40 MJ16 4466 8940 6937 15,8/11/2016,$609.89
39,IE54 KSDX 8815 3301 7068 83,6/16/2016,$154.53
40,KZ94 831J BVU7 MITM 7CAI,11/11/2016,$620.09
41,PT75 2286 7236 9687 9671 6958 0,9/16/2016,$877.24
42,CH72 1534 2CJH ZYJS 7RXP T,1/24/2016,$991.39
43,LT35 4977 0006 5714 5998,6/25/2016,$793.38
44,GI37 KUBQ OK4K LQHK JM9V AOA,1/25/2016,$208.29
45,GE04 JR22 8181 4056 1602 01,12/10/2015,$596.99
46,EE83 2229 0457 7380 6041,8/25/2016,$270.31
47,KW73 FXMC QRUC QHWM KKR3 6WZP 40EE TS,12/15/2015,$657.13
48,KW11 VKWD 5ZQO U7SU ZBOU ADHD DQA3 E8,10/28/2016,$329.10
49,NO44 2830 6578 436,12/1/2015,$913.63
50,SM03 D962 9147 713W CUIG WBXQ PQK,12/27/2015,$154.14
51,SM13 Y574 1263 132W 25MX VPTP CEF,12/14/2015,$873.15
52,PS46 GBYL QQKS YXAP BXTB ID8L L28R 2,8/6/2016,$218.34
53,BG36 HHIK 1210 29AD 7AFH 7U,5/10/2016,$766.85
54,SE11 0831 9235 5982 0084 8056,4/6/2016,$771.11
55,SE86 6947 6296 9943 0527 4185,3/6/2016,$641.25
56,FO59 8601 4271 4767 70,4/13/2016,$572.89
57,LU93 211L LIPV RTFJ BFSU,7/12/2016,$574.96
58,RS42 7269 3772 8010 4293 18,8/7/2016,$408.14
59,CZ81 5468 7478 5115 1923 8950,2/24/2016,$170.36
60,FR32 9568 1300 27M3 NYVC 8F6D Z84,2/24/2016,$179.07
61,AT62 7012 0735 0536 0088,10/30/2016,$409.49
62,AD68 3041 1489 HPJW FZOF OLVI,7/30/2016,$338.53
63,CY50 4781 2927 A1MN OEZV SBPY WFRT,4/26/2016,$127.99
64,SE38 2641 6512 9817 7686 7661,12/26/2015,$885.13
65,RO34 YBFZ CMEJ SOPW 6AWQ TQGA,9/19/2016,$99.50
66,CH41 3982 1DNA ITN8 BSIQ W,5/29/2016,$669.82
67,GL65 7535 4436 9705 44,6/13/2016,$170.42
68,LB93 3660 Q0WF AT70 UIZD TY7B 9K4S,7/6/2016,$179.51
69,FR55 9920 9175 43M7 47PX QDOC O75,8/26/2016,$801.52
70,IE91 JDGE 2005 9916 5128 76,8/24/2016,$812.82
71,RO69 RESB QJ2H YF0P I5OG N7P6,8/9/2016,$247.24
72,PS69 NZZY XQBZ 9UWG Q7H5 AACY BFUL Z,3/19/2016,$955.81
73,GT17 AHI2 GYYP PVG4 A376 RKSZ L9J0,9/19/2016,$547.99
74,LT93 0592 3184 5157 7592,5/12/2016,$218.60
75,CH34 0704 3J1W KQ15 B6NZ A,4/19/2016,$149.24
76,FR18 9605 6990 89GI Z63D GUC7 G21,10/6/2016,$678.92
77,MK16 027Y UPBG EZII A72,6/10/2016,$618.39
78,CR75 9801 4569 1961 8347 7,10/6/2016,$814.20
79,CH83 0869 6JLM XC6S GYLZ Z,9/10/2016,$337.42
80,GI64 ZRFJ GRBX MXFT VMD6 TXF,5/7/2016,$278.01
81,MT37 DBHB 5031 5GKC 02KJ MGCO 4BHF NA8,7/17/2016,$657.21
82,BA48 3825 9736 0666 8035,3/26/2016,$75.28
83,MC75 7594 7484 00LR YEQL NAJX G77,12/9/2015,$400.96
84,FR11 9945 7768 59PR NHJT ULLC G96,4/28/2016,$444.53
85,CZ98 6625 9845 1826 4326 3202,1/25/2016,$989.00
86,DK36 5821 9732 6216 97,9/20/2016,$389.83
87,AZ66 JSVP 0RQH S3VA RXWT DDFK XAVS,11/27/2015,$517.85
88,AZ19 WVRN IFEF RYG6 U85C WKQA URVE,11/7/2016,$592.36
89,CR69 5767 0425 2828 9579 9,10/24/2016,$706.64
90,LT09 9980 0253 8781 0773,7/22/2016,$938.71
91,PT02 3914 2568 9609 3205 4264 8,10/1/2016,$298.69
92,MD50 OYUN XTBR RTOV JHU5 TGPV,3/15/2016,$454.90
93,BE44 6652 9638 7551,2/12/2016,$895.78
94,AL89 9643 0551 2JVL IT09 4BYA ZDBO,3/17/2016,$912.51
95,FR54 5567 5366 86MM WGB9 UDAE J98,1/10/2016,$244.02
96,FR67 7176 4980 17AO Q95P WLA2 B39,7/12/2016,$102.95
97,TN65 8912 1433 1085 8174 5282,8/14/2016,$806.91
98,GT89 WTXO XZBN ANPU 8U3V EJAS V0AM,7/6/2016,$389.25
99,TN45 3733 6884 1755 4994 6521,4/9/2016,$726.47
100,GI15 CKLI D5F3 PPFH E5Q0 M59,1/25/2016,$829.08
101,IS49 9644 1091 3282 3338 2100 69,11/8/2016,$133.00
102,HU15 5983 0971 2842 3471 1198 3631,7/25/2016,$963.70
103,CY10 8332 6855 V5QW O5UE KXIT AZNL,2/26/2016,$934.70
104,CZ41 4122 5611 3034 8987 6374,5/6/2016,$966.74
105,GT87 IOK5 ZROT SMHQ DUCY CUMC MSXP,12/9/2015,$493.04
106,GR33 9481 282I 4LW4 PEPL FQDW ITI,2/17/2016,$478.67
107,FR03 1293 5367 18NC 7IEC TUWO G62,3/22/2016,$640.92
108,TR44 3290 2QGU ESK8 K5NK M6DL QP,4/22/2016,$887.71
109,RS41 7269 6697 2127 7754 28,3/29/2016,$629.06
110,GI62 FEKW N0FQ DQRV KTFA XLM,12/2/2015,$903.89
111,FI80 5881 3461 7389 54,1/18/2016,$911.18
112,GR10 8249 0197 4GLI EGI1 3NGI HUM,8/31/2016,$801.53
113,CZ10 0621 8074 3066 5920 7321,5/31/2016,$631.41
114,FR02 6247 5313 864G BDNC TKST H66,3/16/2016,$888.26
115,BH30 OTVW TPPG CCMY FMWE QF,12/12/2015,$627.07
116,CH96 5526 55DM EMOB VFVX I,11/14/2015,$257.70
117,SA66 90JQ DXYK YN6Y SPGU JQGF,3/15/2016,$733.72
118,FR69 6307 6632 506O PWS3 RAW8 T60,3/2/2016,$651.75
119,BE63 4027 4526 3845,10/30/2016,$297.30
120,FR49 6467 5590 12GO LKJ9 XUCT V80,4/22/2016,$88.11
121,GE87 IB18 5826 5389 5250 69,5/30/2016,$938.94
122,FR15 2472 1702 92BG KXMS 8BC6 T29,11/21/2015,$225.80
123,CR67 8482 8511 5779 8262 8,8/8/2016,$498.05
124,HR93 4487 0238 7146 4839 4,10/27/2016,$908.69
125,PL88 9330 8813 7694 3212 5452 3375,7/8/2016,$959.18
126,PS48 UFNL PODN XDUH SM6A BMCX CQ2R 0,4/24/2016,$212.60
127,DK90 8640 2605 5828 73,8/29/2016,$639.31
128,KW35 NJLK SFU7 9LPO WQOD 04IQ 1OU6 IC,8/30/2016,$397.79
129,CZ83 7206 5380 1937 8348 7383,11/23/2015,$974.86
130,LB82 2316 H89D YERZ D6A0 KPCL WGKB,11/7/2016,$528.85
131,DK81 8608 8662 9404 99,2/19/2016,$347.64
132,FR93 1815 1745 71BP UDLL 93IK A39,8/20/2016,$809.49
133,FR07 2082 4504 94V2 TTX1 OKEG Z54,11/7/2016,$576.90
134,AD10 9400 2884 TZO0 S1L0 2VQA,11/12/2015,$332.31
135,MD95 RZG2 HQXS IBAA 58BJ R00K,9/21/2016,$661.42
136,KZ59 551U MGRS NZWL MJ8L,4/12/2016,$427.69
137,BE69 9876 2920 9634,12/22/2015,$715.45
138,ES35 7978 7811 3712 6244 8152,11/30/2015,$451.95
139,LI56 7689 8QEL GBVC SEWB B,3/19/2016,$381.02
140,MC65 4641 0841 3044 VL1D YC8P N10,2/20/2016,$291.87
141,FR07 3519 4173 95VE ULFQ SRQD 641,6/24/2016,$626.08
142,TN17 0880 0130 1382 1034 9635,3/29/2016,$584.38
143,AZ49 FCPE NR7G ZZTR LZQB OGRJ RSEK,2/5/2016,$520.48
144,PK91 ZHZE 5IFK 2PV4 ISHY ZUPS,12/23/2015,$985.68
145,DK33 0248 8794 9259 74,11/5/2016,$694.85
146,CY05 8522 3696 7N3F HAKB 8WWP GUIK,8/13/2016,$474.25
147,FR38 7136 0000 45BO DJHW YC5I 084,3/29/2016,$200.03
148,LU60 8906 HWYD T7RS 2JNI,6/24/2016,$549.33
149,CY69 7340 6821 QQ4D ZKX2 PU7T ZC4Z,7/7/2016,$539.76
150,NO17 9974 7485 158,10/19/2016,$564.24
151,IT58 N848 4836 112T FZBF 6UG8 AGB,6/24/2016,$365.03
152,VG36 BBDE 1438 9923 8013 5229,8/26/2016,$466.57
153,GT95 BCCE 20PK PQ6K YP29 VXWP TRJD,9/5/2016,$143.47
154,CY38 0024 7979 X3H4 TGAX T8BP WHMI,9/7/2016,$436.15
155,LT15 8879 0650 3345 5067,1/25/2016,$281.45
156,FR21 1351 6047 20EX 0NYH BD77 N28,3/9/2016,$546.57
157,NO28 8069 0774 944,1/11/2016,$820.17
158,MR31 0900 2843 9504 3526 8127 288,5/21/2016,$515.48
159,DE15 4181 2218 7586 0398 12,10/27/2016,$534.77
160,FR19 7224 8839 07LK E7BD CVQR Y74,2/1/2016,$783.79
161,DO22 9O7J 5531 5307 4526 1170 6658,8/12/2016,$776.85
162,FR25 1954 3488 97P0 9URF 0V0Q S85,2/26/2016,$484.93
163,MK09 146P JE8D VJSI 662,12/11/2015,$684.09
164,TR08 3232 41VE WMFB XD92 CMUD XJ,11/15/2015,$205.06
165,LU29 0986 A8CJ WADY 3BJZ,4/12/2016,$807.02
166,BA36 8856 3894 8897 9645,9/22/2016,$578.94
167,FR86 3117 3476 21EC PYW8 92GS 878,8/27/2016,$815.56
168,CZ04 8880 0852 0421 4362 6653,12/21/2015,$711.62
169,AE47 6709 4381 5387 5480 013,4/11/2016,$214.02
170,FO16 3329 6025 6211 96,6/21/2016,$300.89
171,DO68 UXLW 3638 8108 5033 3946 9822,1/2/2016,$586.45
172,BH61 YLUQ ZHQM UXZW KTBO MY,6/11/2016,$970.44
173,LI41 9560 481Z L4RP XYBW 4,7/20/2016,$234.17
174,BG74 NMAL 1802 92BH TFOH EC,4/2/2016,$332.09
175,ME55 7593 8920 5985 9544 59,10/28/2016,$353.75
176,FR77 4075 7924 26IZ EI3E 5DQN Q16,10/21/2016,$88.66
177,ES77 3465 4289 9658 2211 4975,5/9/2016,$254.15
178,PT81 7104 2081 9759 8571 5095 3,8/3/2016,$449.79
179,FR52 0340 0228 96E6 TQUC V5LK W43,6/11/2016,$717.57
180,FR65 9509 3723 092X VIJT NSU2 A14,1/20/2016,$121.71
181,PK19 PAYG RKOK JTOY 7CJQ KSC1,10/28/2016,$408.99
182,BE78 8054 9845 0057,9/9/2016,$578.21
183,RO47 RNQR TFEO 1KJD XC08 UNXV,12/21/2015,$696.84
184,AL58 3414 6103 XK9C HOPK 5KDV 7YBR,6/7/2016,$295.61
185,GR85 5996 987D 3WEU W2MR FZVY QYE,3/19/2016,$822.20
186,AT41 4998 5930 1549 5322,2/22/2016,$350.19
187,LV55 AVUU ZOA9 SHTS WLM0 U,12/5/2015,$122.21
188,IS82 8182 5436 4973 5305 4613 47,6/23/2016,$756.12
189,PL34 8440 1908 3258 5458 4841 9979,1/22/2016,$197.47
190,SI78 9573 2865 5041 743,7/8/2016,$630.41
191,SK44 5577 3609 2431 9993 6590,4/14/2016,$337.79
192,IS41 0557 3849 3607 6477 1495 58,12/7/2015,$442.75
193,AD75 2977 1066 IVX4 HLML QOYC,8/27/2016,$564.36
194,BE65 9956 2621 2037,2/11/2016,$122.87
195,PT21 8226 1554 5382 5949 6318 2,10/13/2016,$481.47
196,FR98 3196 6449 03RP EOIK 3EYI U43,7/30/2016,$440.83
197,MR38 0190 9462 2236 8630 2810 339,7/12/2016,$388.97
198,MU78 SJAE 1217 7668 9169 9197 064D RR,11/20/2015,$727.78
199,AD38 2733 9173 PP2Z CZGS CLUA,9/13/2016,$367.84
200,LV61 WYLN O4XN HJB4 EN0B C,8/23/2016,$628.94
201,IL44 2867 4401 4127 1073 580,7/15/2016,$429.74
202,AL24 4287 4759 W1UU 53RU ZOO7 IUQT,12/17/2015,$80.40
203,SA61 61WX WDQJ 8U8J DYSI IN0Y,9/17/2016,$641.68
204,MU89 DGAR 5736 7425 5601 7761 403A QJ,7/7/2016,$721.79
205,BG37 FXGP 2494 58B3 XGPG 32,3/22/2016,$798.03
206,FI33 2473 3745 0398 01,10/3/2016,$996.18
207,HU09 3832 8441 0973 5550 3607 0535,1/9/2016,$677.88
208,IL36 3118 8638 6210 4165 901,2/25/2016,$772.67
209,RS80 4015 9521 2412 7273 97,4/20/2016,$518.19
210,FR85 9944 7678 90X1 TKAF NC7Q W79,6/28/2016,$578.35
211,FR48 5553 7393 43I8 XW7B YS3U P77,4/16/2016,$412.56
212,CY45 6783 7867 KKMB O0XS LOME 36MD,8/4/2016,$603.05
213,FR16 4613 8755 400V UVML GO0X I62,7/25/2016,$901.45
214,IS14 3916 3437 6657 2152 6532 11,11/4/2016,$294.39
215,DO56 R74H 0222 3649 9496 7583 9402,2/21/2016,$494.34
216,LU75 934K L6TJ QKRC HNMQ,9/1/2016,$598.86
217,DO35 XEEQ 3435 2416 0243 2710 4441,2/15/2016,$844.74
218,BG56 GHTO 3196 59VA FCRW 2I,5/6/2016,$540.26
219,PK80 HTNB L2DF LFAM XEXE GR1X,2/21/2016,$862.81
220,LI39 9367 3BMT JEDM FM6Q 4,7/23/2016,$486.07
221,FR49 8202 1439 13LX 4PV8 EEBN M44,11/2/2016,$554.56
222,GB85 ZKER 8138 2060 3108 68,1/22/2016,$733.31
223,SA83 71DV FSOW DEO9 QKXX UJQ2,12/13/2015,$653.67
224,PL72 4179 3139 5427 7516 3567 2848,2/14/2016,$240.10
225,CY33 3469 4516 XMYS UG2U 3TO5 AAHA,5/15/2016,$450.46
226,DE94 9741 9785 0953 7720 84,9/20/2016,$340.16
227,SM68 J513 8168 604T XBYQ GYXC UPK,8/13/2016,$237.92
228,LU04 009J B0LT SYFA YGIQ,7/20/2016,$921.01
229,FR81 7745 1645 68BG UOVU G0P1 M30,7/4/2016,$504.49
230,MC91 6761 0122 92O8 VXOH 3K5N R31,12/29/2015,$284.54
231,DO73 CMW3 8531 1240 4781 2139 7389,7/25/2016,$583.40
232,CY29 2361 3488 X8LZ XYXI OFGG I1VW,11/4/2016,$243.84
233,CR44 1839 2003 9377 1941 7,4/14/2016,$951.38
234,TR89 9887 4ASK HBFD VS80 6IER PG,7/23/2016,$198.66
235,FR33 4242 0906 07RN YG3D ZNBC V71,5/19/2016,$275.30
236,MU30 VUKG 1860 7417 9364 2383 235L RI,4/2/2016,$227.33
237,LT78 6799 5158 3731 1793,10/4/2016,$230.87
238,FR05 4450 2077 68AN LYJP AFV8 Q59,9/29/2016,$926.26
239,ME06 5749 6108 3467 5719 90,11/14/2015,$755.96
240,PL31 6416 5747 0250 3760 2131 2593,5/22/2016,$793.87
241,LU72 079H FLPT MXOS 78VG,3/25/2016,$874.20
242,FR28 7132 2551 30UF RZYZ HPM7 I92,6/27/2016,$510.39
243,DK31 5839 0390 5874 74,2/29/2016,$837.68
244,RS98 7548 9571 0957 5413 51,12/15/2015,$474.07
245,RO71 NJGL GY1I VTLM BTIV QF5L,8/1/2016,$171.81
246,PL57 0981 7017 9630 4877 3938 0868,11/19/2015,$916.54
247,CR23 8697 3905 8695 1393 5,9/17/2016,$235.55
248,DO95 UTQJ 8488 6648 0302 8768 9568,7/11/2016,$354.31
249,FR48 0225 3652 7465 6GJY 6QN6 Y95,2/29/2016,$708.82
250,KZ87 243Y QX5J XTPW PFIN,3/6/2016,$579.33
251,GR58 0267 0867 SXAX 97AZ G2LZ IGN,8/22/2016,$510.07
252,AD89 8480 3559 ZJ7Z YYFS 9GZW,9/9/2016,$502.95
253,AD76 6333 6470 PARO 2IYZ JRTW,7/27/2016,$148.89
254,FR20 4875 1360 04EY E0ON 5NHT M42,7/20/2016,$604.22
255,MD51 KMYI KKKE DLSS 9AVJ ZPHD,9/20/2016,$394.15
256,RO14 WDDY AGEO OE0B JYVS DCUM,1/1/2016,$854.92
257,IE32 XONP 7014 0553 9822 31,3/25/2016,$968.88
258,FR83 1197 7921 10AF TFOV OMYZ E78,11/10/2016,$758.01
259,PL14 6904 3059 8781 2048 4901 5326,5/25/2016,$745.82
260,FO08 6800 9914 6162 09,6/27/2016,$925.79
261,MU67 TZGO 5468 8375 6933 1727 707Y GG,2/6/2016,$736.10
262,PS61 EFLA VHXX AQIU CW2H RGJ1 SVEA P,4/29/2016,$100.24
263,CZ96 7996 0993 2207 0361 5984,12/27/2015,$216.78
264,MT08 LQEF 6232 0MDF 2G8X DOSC LFEW D2R,10/18/2016,$225.56
265,AE05 9386 4826 5498 8371 096,3/29/2016,$418.04
266,TR20 8674 8XIM LVVP FH4P TUWU SO,4/13/2016,$469.37
267,PS65 FKPV WEOZ MJXH NIIK N0NL 0QW5 S,11/25/2015,$583.32
268,SI87 7704 0756 0764 730,7/29/2016,$658.77
269,IS78 8201 2759 4601 1084 1551 02,5/12/2016,$685.74
270,LV57 XTGA EYJQ WH3O YY7I P,5/3/2016,$867.61
271,FI33 4537 1172 0930 11,9/14/2016,$534.88
272,AD68 8183 8046 X6HI KVUH JH3W,2/14/2016,$663.79
273,FR71 2258 3464 09FD XEKZ ETNQ C91,6/19/2016,$429.95
274,GI06 OMTO NYHH XNAZ UN1F M64,4/8/2016,$901.35
275,SI70 7302 0802 4176 107,2/25/2016,$477.26
276,IT86 F411 3594 940M TGDD KJYU P93,3/17/2016,$741.03
277,SA14 026S K8X1 ZR46 E5VD GISX,11/17/2015,$92.76
278,PL97 3602 3137 1200 2631 3726 4033,8/10/2016,$397.20
279,FO06 4953 0226 5518 06,8/5/2016,$120.22
280,ES28 2781 1602 2368 7600 4088,8/20/2016,$353.57
281,FR34 0104 8638 63EM ABXT EZDY O18,4/4/2016,$495.11
282,NL71 CQWC 7571 1166 02,10/7/2016,$712.51
283,PL19 4338 1222 4191 6603 1402 4387,8/4/2016,$660.19
284,PS07 SDRY 6JUQ DFYC WGLI LEPN SJYT Z,9/11/2016,$899.13
285,GB78 EMAF 0476 6784 6025 42,3/18/2016,$294.20
286,CH81 1505 4QU9 SQRH HKL6 L,6/6/2016,$794.34
287,FR92 0781 1583 84ZH 1VJC QRFH S90,2/2/2016,$149.12
288,FR08 0677 8389 84LR SX7C O4VF J95,12/2/2015,$766.87
289,GT93 YMRC CQSK Y9AP NSDY L4IS QPBM,3/11/2016,$149.31
290,KZ41 660I GXW3 ZGAZ SFDV,2/27/2016,$513.91
291,CR96 9791 3507 3482 7452 0,8/17/2016,$601.98
292,CR36 2971 7704 8476 1710 1,1/5/2016,$82.42
293,FR24 6972 5693 090E AXIL JFIZ 732,8/1/2016,$766.02
294,ES96 9372 6600 8471 9434 5233,5/12/2016,$428.80
295,LV03 UWFM VHDT LZDJ FDIL 6,4/17/2016,$326.34
296,FR21 0716 9667 59SO NOA0 YXQ6 D12,11/13/2015,$959.03
297,BA35 6709 9448 2179 3469,8/29/2016,$380.08
298,BH03 DMAA C0FI TU5Y ZHLU VN,2/8/2016,$224.33
299,BH98 MWLN 07NT NBXO FGOR NQ,7/10/2016,$622.70
300,GI69 QCPN WSAW 33E7 LBOF VAT,6/26/2016,$868.27
301,FR06 2131 4339 60L3 ODZF 2HDX 704,6/16/2016,$885.97
302,CR91 0181 2756 0778 1807 7,4/10/2016,$87.96
303,ES07 4378 4638 5197 5958 3523,9/6/2016,$701.37
304,RO26 PQWV G412 ZPOI BKBH GRTE,10/18/2016,$319.04
305,FR34 7389 2166 32ES GFSF SHZ9 Z76,11/18/2015,$433.16
306,AE07 5228 1572 7842 4052 442,11/26/2015,$894.35
307,BH38 IKYQ 0GGL Y8VB GDPL 5O,4/5/2016,$981.41
308,DO36 7NWR 1693 8143 0226 1977 8356,1/27/2016,$178.02
309,CR02 2337 1288 0018 0903 9,2/3/2016,$755.92
310,DK07 0814 6481 1664 38,2/8/2016,$190.60
311,DO79 MO9Z 9787 1718 0475 2004 7088,4/14/2016,$820.31
312,LB97 6326 5MQ1 CE0C GWKP 5HAA BFTD,1/15/2016,$226.76
313,BE96 7283 3278 3335,12/5/2015,$488.97
314,VG07 WCBU 8027 0554 9472 8300,7/19/2016,$481.93
315,SK70 4010 1427 4525 4287 6622,7/19/2016,$419.91
316,MD86 JKJS RY4L UOX4 XF74 U2RV,6/12/2016,$297.79
317,AD41 1101 5440 2XHM KZXU YQ3Z,6/15/2016,$602.13
318,PS07 REAG EMLZ QTAQ SUEN AZZY ZVML L,2/1/2016,$793.45
319,MR69 9562 6162 7059 2561 5015 648,11/5/2016,$622.19
320,FR75 0845 1369 33QY EQWR QVCM R29,7/17/2016,$505.56
321,ME23 1358 2140 2193 5585 19,11/26/2015,$902.81
322,ES29 0132 2063 8294 9135 1607,11/12/2015,$942.56
323,FR78 2006 0051 40O3 P2HW 3T9L 164,10/15/2016,$963.45
324,CH98 1460 0TBD PRMQ UWDJ J,1/2/2016,$295.91
325,PT37 0112 2062 3828 3865 2753 1,8/13/2016,$229.04
326,MC86 5799 4028 077Y WWYQ 08AJ U56,8/8/2016,$512.43
327,IT26 Z196 6810 762F NTQH G7DF QSY,8/26/2016,$217.92
328,BR66 4554 4102 1918 0558 6639 521O I,10/8/2016,$695.43
329,GB61 XCBM 4051 3768 5367 90,1/9/2016,$152.13
330,AD52 6844 0085 JKP5 V9LG GNCC,9/17/2016,$958.02
331,IS50 4457 7753 2080 2779 6491 64,1/4/2016,$563.51
332,PS13 BXQF V3UR VHYM BKKV R5SW 13RZ 7,9/11/2016,$350.64
333,BE37 7266 8978 8600,8/18/2016,$447.58
334,DK89 2258 7146 0425 92,5/18/2016,$342.67
335,PS41 IJCI BKPY TCJ9 BANG G4L4 4ECP M,4/8/2016,$859.86
336,LB91 5329 JDIC GFV7 XFOV UIRY 4YUU,9/12/2016,$818.59
337,FR74 4377 9597 22N6 RQE5 4ABC S03,10/26/2016,$719.12
338,PT70 3402 1738 2932 8820 1644 9,2/1/2016,$579.66
339,GL12 7598 1759 1523 64,7/29/2016,$336.55
340,FR19 9867 0524 50PD E7VR X9TF T83,1/3/2016,$923.45
341,FR53 0304 3046 30Q2 LERK TT08 L26,7/25/2016,$163.59
342,IL37 4164 1340 5027 6847 818,12/3/2015,$298.44
343,FR94 0946 4006 07QY YLYF USJ1 O83,3/7/2016,$771.23
344,FI80 7172 6342 8465 19,1/27/2016,$218.53
345,DO60 2E9E 8922 0009 2380 1309 9345,4/1/2016,$988.47
346,GI74 TPKC PZTY OOEH KTXO 0IW,8/2/2016,$576.90
347,IL93 8510 1878 2919 1209 336,10/13/2016,$534.55
348,NO71 1846 2759 930,7/27/2016,$109.27
349,HU14 6500 3336 5587 9793 5814 3051,10/9/2016,$821.31
350,TN03 3652 0187 5207 8098 7397,5/17/2016,$753.75
351,LT83 9065 9743 4320 7290,9/25/2016,$251.11
352,RS84 9851 1578 9262 3355 42,9/7/2016,$665.31
353,SK85 9959 1884 0105 3374 9128,8/4/2016,$938.51
354,TR34 6751 922Y EZ1U KECK OLTW H5,12/29/2015,$185.91
355,FR49 1731 2552 37DT T8U8 RUC2 X51,10/11/2016,$536.93
356,MR08 5169 6421 9399 5263 5392 340,4/8/2016,$399.06
357,MD20 QQYA WZK8 RE25 IVUY VOMC,3/16/2016,$579.98
358,TN36 1682 0764 2644 7894 8444,5/12/2016,$748.75
359,RO14 VZVC 0JZY 2SCX 6NP9 XLDF,7/14/2016,$587.80
360,FR56 5535 5471 24ND YPMT LKWR K23,8/14/2016,$833.38
361,PS39 PNAZ BXBS DJXX L7LX XTDO 2F25 Z,10/17/2016,$612.10
362,MK27 355F HEGL REVE U21,6/10/2016,$682.60
363,DE63 7388 1843 4933 1710 25,11/21/2015,$160.60
364,LV17 AFEZ OS8C MYRI 6I4J V,12/7/2015,$298.63
365,TR23 0230 7XBE SEGT JOK4 OBZN WF,6/13/2016,$137.94
366,FR41 6136 2507 691K B6QN 0KA4 797,10/11/2016,$869.03
367,GE59 EB55 4312 1006 3385 83,1/23/2016,$404.63
368,FR11 4297 0503 52T3 M0DT 1KTW U07,8/20/2016,$808.69
369,AT42 1595 3420 4269 4987,12/19/2015,$148.07
370,FR91 7130 0570 28AS N9VE LKCW Z25,11/14/2015,$127.10
371,SI32 2925 0661 4131 598,7/3/2016,$375.90
372,PL20 7663 6664 1977 7099 6863 6275,9/8/2016,$785.58
373,TN98 6022 2192 7331 0314 7746,8/23/2016,$853.94
374,AE36 5602 8430 6634 6223 504,11/11/2016,$683.41
375,MK44 6392 RDL4 EWYW M07,9/7/2016,$613.98
376,IL91 1342 5807 4872 2219 205,1/11/2016,$745.21
377,KZ85 592O E66C 1PG3 EYHG,1/3/2016,$986.29
378,NO48 5757 8623 287,11/11/2016,$838.60
379,NL89 ELGI 2503 3752 05,4/19/2016,$259.99
380,CH27 0215 0TCU MDZA GIX6 H,1/21/2016,$314.28
381,GL31 1295 8079 2785 89,11/17/2015,$487.36
382,RS71 2739 2191 2255 0437 75,11/22/2015,$137.46
383,PL08 1453 8734 6643 8200 2464 1449,8/29/2016,$540.35
384,SK76 6805 2994 1997 2022 5150,5/30/2016,$628.99
